"filename", "language", "YAML", "Dockerfile", "JSON", "Ignore", "JavaScript", "Markdown", "CSS", "XML", "HTML", "comment", "blank", "total"
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/Dockerfile", "Dockerfile", 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/babel.config.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 1, 23
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/package-lock.json", "JSON", 0, 0, 3886, 0, 0, 0, 0, 0, 0, 0, 1, 3887
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/package.json", "JSON", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/controllers/AdminUserController.js", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 13, 40
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/controllers/CarrierController.js", "JavaScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 18, 62
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/controllers/ClientController.js", "JavaScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 19, 60
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/controllers/UserController.js", "JavaScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 18, 60
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/db/database.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/index.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/models/AdminUser.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 24
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/models/Carrier.js", "JavaScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 3, 53
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/models/Client.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/models/User.js", "JavaScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 3, 50
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/routes/AdminRoutes.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 5, 16
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/routes/CarrierRoutes.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 5, 16
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/routes/ClientRoutes.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 5, 16
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/routes/UserRoutes.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 5, 16
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/server.js", "JavaScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 3, 6, 26
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/utils/hashPassword.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"/home/jbolanos/Documentos/hackathon/Codigo/IICA-APP/user-service/src/utils/passwordCompareSync.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"Total", "-", 59, 28, 19167, 1, 2252, 37, 45, 7, 20, 119, 559, 22294
